Date,Open,High,Low,Volume,Close
2023-01-03 00:00:00-05:00,170.1032006648502,170.2539129722583,166.31665095705972,5137400,168.99172973632812
2023-01-04 00:00:00-05:00,168.99173744451977,170.05610902893622,167.2397463159584,4771300,168.57728576660156
2023-01-05 00:00:00-05:00,167.62593287537297,168.3888941659081,166.58980373222857,3647100,166.8158721923828
2023-01-06 00:00:00-05:00,168.4265591530088,171.27119275953467,168.41714502393444,3713200,170.58358764648438
2023-01-09 00:00:00-05:00,169.96190981076555,172.15660918845612,168.42655878474432,3319200,168.91636657714844
2023-01-10 00:00:00-05:00,168.40772609133393,169.1047597457813,166.80644732201546,3817300,167.52232360839844
2023-01-11 00:00:00-05:00,168.97287651621176,169.27430111213945,165.4783087673433,4369900,167.710693359375
2023-01-12 00:00:00-05:00,167.34335878062726,168.01212131777257,165.13924508792616,4246600,165.57252502441406
2023-01-13 00:00:00-05:00,165.2145712178924,165.52540994603396,164.05600095679458,4720400,165.06387329101562
2023-01-17 00:00:00-05:00,165.92102821805636,167.23973935405655,165.29936509977517,5032600,165.8362579345703
2023-01-18 00:00:00-05:00,165.06388091737935,165.5348460958295,161.38092977244736,5032600,161.65408325195312
2023-01-19 00:00:00-05:00,161.3338425429048,162.17216004883753,159.6383648981201,4720400,159.7796630859375
2023-01-20 00:00:00-05:00,159.1391188208531,160.02453558863598,157.7356518943473,5779100,160.01512145996094
2023-01-23 00:00:00-05:00,160.1375728033612,160.84402056221748,158.92248898212367,5440400,159.29925537109375
2023-01-24 00:00:00-05:00,159.76080494255706,160.94763199232375,158.668162302807,4125600,160.77809143066406
2023-01-25 00:00:00-05:00,160.44839454004114,161.99315956747353,159.50646429471124,3852800,161.94606018066406
2023-01-26 00:00:00-05:00,161.67292757969938,161.70118434088553,160.16583324376012,4558400,160.33538818359375
2023-01-27 00:00:00-05:00,159.91154661313433,160.3448265987572,158.7906470072577,5451400,159.77024841308594
2023-01-30 00:00:00-05:00,159.920948705324,161.50339931588272,159.3181137995678,5191500,159.63836669921875
2023-01-31 00:00:00-05:00,160.31655364279814,161.13604287670483,159.48766465164402,4665500,161.0889434814453
2023-02-01 00:00:00-05:00,160.95707417173534,162.3134562711381,159.66661972767483,4147700,161.5975799560547
2023-02-02 00:00:00-05:00,159.61951999801383,160.65563473707394,158.72467468660872,5653800,160.0998992919922
2023-02-03 00:00:00-05:00,161.03241812941897,161.34324249532526,157.349467030463,5308200,159.29925537109375
2023-02-06 00:00:00-05:00,159.883266620756,162.3699622295339,159.74196844123458,5640000,161.8424835205078
2023-02-07 00:00:00-05:00,160.40132430273175,162.04028840162968,159.43113712354844,6044700,161.5975799560547
2023-02-08 00:00:00-05:00,161.07009762379758,161.3809363790257,160.35423569742557,5687300,161.22080993652344
2023-02-09 00:00:00-05:00,165.13923041923476,166.2412871676938,162.04968575014226,9619400,162.74671936035156
2023-02-10 00:00:00-05:00,163.06699218607923,166.33549194290427,162.6242837321426,6176000,165.9681396484375
2023-02-13 00:00:00-05:00,166.0246364382736,167.88024035659498,165.817410613801,5205100,167.44696044921875
