Date,Open,High,Low,Volume,Close
2023-01-03 00:00:00-05:00,49.998565347525755,50.39412134353372,48.99977863000529,12422800,49.810672760009766
2023-01-04 00:00:00-05:00,52.46090930067323,53.91458699756773,52.144463019658225,25077300,53.598140716552734
2023-01-05 00:00:00-05:00,53.291583927287974,54.77492734529304,53.291583927287974,18030900,54.10247802734375
2023-01-06 00:00:00-05:00,54.814486154582156,56.65383266626006,53.43003073632163,21069800,56.13960647583008
2023-01-09 00:00:00-05:00,56.18904479475681,56.88127243355336,55.032038813099966,15715900,55.734153747558594
2023-01-10 00:00:00-05:00,55.53637881118077,56.64394086813003,55.23971087461154,10571300,56.5747184753418
2023-01-11 00:00:00-05:00,56.7131606516344,57.82072642996377,56.28793524559205,12143000,57.415279388427734
2023-01-12 00:00:00-05:00,57.46472474341371,57.593282229511225,55.803379809808945,14888100,56.63405227661133
2023-01-13 00:00:00-05:00,56.10004499200281,56.337381587609855,55.496818093324734,12520600,56.29782485961914
2023-01-17 00:00:00-05:00,56.52526700340133,57.94927517478942,55.92204014083302,10962700,56.21870803833008
2023-01-18 00:00:00-05:00,56.871387725052024,57.4053922866091,55.73415997988888,10035300,55.88249206542969
2023-01-19 00:00:00-05:00,55.09137013174669,56.4560470456785,54.66614474387183,12034200,55.734153747558594
2023-01-20 00:00:00-05:00,56.83182849480151,57.91961209142467,56.12970978696511,13826400,57.81083297729492
2023-01-23 00:00:00-05:00,58.2657234562854,61.22252278326158,58.20639213813003,20175400,61.133522033691406
2023-01-24 00:00:00-05:00,60.520411110293544,61.03463727187973,60.194073753535314,10183200,60.579742431640625
2023-01-25 00:00:00-05:00,59.99629416043961,60.985189759107186,59.74907026077272,10787200,60.85663604736328
2023-01-26 00:00:00-05:00,61.885087595550004,62.349865955877895,60.60941138398215,12219500,62.10264205932617
2023-01-27 00:00:00-05:00,61.4499700894927,63.62553732467646,61.27196858518316,15895800,63.16075897216797
2023-01-30 00:00:00-05:00,62.06308555598405,62.57731171536024,61.004967576685644,16169000,61.02474594116211
2023-01-31 00:00:00-05:00,58.44372618291451,59.66995833915393,57.99872619805445,23856300,59.630401611328125
2023-02-01 00:00:00-05:00,59.94685605359178,62.527874424514856,59.71941049612278,20902200,61.904869079589844
2023-02-02 00:00:00-05:00,62.85420501082703,63.21020425419402,61.17308175463309,15877600,62.46853256225586
2023-02-03 00:00:00-05:00,61.31152910804725,63.081653192495416,61.21264105390474,12187100,61.716976165771484
2023-02-06 00:00:00-05:00,60.26329607825684,60.50063268040085,59.076624384548786,11484300,59.31395721435547
2023-02-07 00:00:00-05:00,59.422734690763214,61.69719373728929,59.03706602373392,12713100,61.44008255004883
2023-02-08 00:00:00-05:00,60.76763478298531,61.63786395876939,59.56118095558039,9510500,59.58095932006836
2023-02-09 00:00:00-05:00,60.52041179348375,61.133526012461154,59.02717731710367,10094700,59.51173782348633
2023-02-10 00:00:00-05:00,59.8281843316315,60.08529553008775,58.59206482064737,11429700,59.15573501586914
2023-02-13 00:00:00-05:00,59.155728497344164,59.610619521899714,58.18661136020266,11466200,59.452396392822266
2023-02-14 00:00:00-05:00,58.85906941579453,61.618089178801505,58.37450888849414,12496200,61.38075256347656
2023-02-15 00:00:00-05:00,60.64896994930206,61.25219310639114,59.7886280471672,10457400,61.15330505371094
2023-02-16 00:00:00-05:00,60.10507589134685,60.66874610529105,59.18540264284053,12683400,59.383182525634766
2023-02-17 00:00:00-05:00,59.175506134848476,59.51173075155988,57.86027332548605,10874900,58.35472106933594
2023-02-21 00:00:00-05:00,57.692172627666565,59.04695861791838,56.85161283037503,12667500,56.96038818359375
2023-02-22 00:00:00-05:00,57.08894266729068,57.91961512410442,56.19893888863568,12260300,56.34727096557617
2023-02-23 00:00:00-05:00,58.483286794094724,59.086513730312916,56.80216347324176,16094600,58.097618103027344
2023-02-24 00:00:00-05:00,57.059277550027375,57.721835799149886,56.71316182252709,9867400,57.5339469909668
2023-02-27 00:00:00-05:00,58.51295129195772,58.898623747691616,57.18783479919522,8514000,57.257057189941406
2023-02-28 00:00:00-05:00,56.99994267078219,58.08773011117616,56.76260983558389,10493300,57.17794418334961
2023-03-01 00:00:00-05:00,57.21749993713292,57.899836542108346,56.58460735761879,9141400,56.70327377319336
2023-03-02 00:00:00-05:00,54.88370584824252,56.07038132375307,54.11236848671246,16625500,55.80337905883789
2023-03-03 00:00:00-05:00,55.83304406963861,56.238491110380785,54.82437011581574,13769200,56.14949035644531
2023-03-06 00:00:00-05:00,56.643940291252704,57.998730015939174,55.912159639990435,14472200,56.19894027709961
2023-03-07 00:00:00-05:00,55.87259941333583,56.10004494056806,54.695815049220236,13278300,54.94303894042969
2023-03-08 00:00:00-05:00,55.21992689046653,56.28793210791175,54.73536641791631,11515700,56.25826644897461
2023-03-09 00:00:00-05:00,56.01104974590304,56.920835717432404,54.923266025593286,10200000,54.98259735107422
2023-03-10 00:00:00-05:00,55.041927341385794,55.88248706796002,53.92447428968984,14180700,54.32003402709961
2023-03-13 00:00:00-04:00,53.37069791664258,53.94425541568131,52.17413134726687,17365200,53.301475524902344
2023-03-14 00:00:00-04:00,54.35958985598101,54.80458983778337,53.103692048670425,14657000,53.667362213134766
2023-03-15 00:00:00-04:00,52.73780726257478,53.66736782324208,52.292803461916876,14643600,53.52892303466797
2023-03-16 00:00:00-04:00,53.09379813575099,56.08026300398838,53.01468845721901,14791800,55.94181823730469
2023-03-17 00:00:00-04:00,56.169267529906456,57.07905341443772,55.59571006185743,26655200,56.03082275390625
2023-03-20 00:00:00-04:00,56.07038225728879,57.22738831884728,55.45726803079637,10610200,56.999942779541016
2023-03-21 00:00:00-04:00,57.73172659871344,58.85906698723271,56.960385459986554,14613700,57.97895050048828
2023-03-22 00:00:00-04:00,57.75149713000053,59.73917537082886,57.44493817534059,16949300,57.5240478515625
2023-03-23 00:00:00-04:00,58.52284112188346,61.09396813833298,58.47339709701661,23903100,60.65885543823242
2023-03-24 00:00:00-04:00,59.83806284473175,60.71818297612992,59.8281755499236,18735600,60.4808464050293
2023-03-27 00:00:00-04:00,60.51051577109117,60.737961288989254,58.512946359416645,15901000,59.12606430053711
2023-03-28 00:00:00-04:00,59.13595697652377,59.205179367732924,57.17794411302762,20496300,58.62173080444336
2023-03-29 00:00:00-04:00,60.23363041423283,63.70465228557488,60.194073685154834,51939800,62.83442687988281
2023-03-30 00:00:00-04:00,63.31898000203679,63.38820238781257,61.78619267475759,23038300,62.38941955566406
2023-03-31 00:00:00-04:00,59.67984731803935,60.97530189833987,59.23484732062935,35416500,59.669960021972656
2023-04-03 00:00:00-04:00,59.14585423884515,59.14585423884515,57.22739413204338,23610800,58.94807434082031
2023-04-04 00:00:00-04:00,59.017290555885,59.432624903117485,56.317605981861604,21303200,56.63405227661133
2023-04-05 00:00:00-04:00,56.18905329671617,56.47583395469189,55.38804642275084,19456200,56.38683319091797
2023-04-06 00:00:00-04:00,56.43142369862073,58.611391627111374,56.282788061238605,21496500,58.026763916015625
